Time,EcoName,ActiveCount,AvgLiveB,AvgAG_NPP,AvgLitterB,AvgWoodLitterB,AvgDefoliation,
5, Eco1036, 22976, 7191.08173746518, 255.389059148786, 151.27985724234, 742.997606197772, 0, 
5, Eco1064, 31400, 8719.35484076433, 316.159136703804, 192.298152866242, 907.887388535032, 0, 
5, Eco1072, 24468, 9046.91515448749, 328.716742513614, 198.903302272356, 958.982793853196, 0, 
5, Eco1078, 43371, 9319.77697078693, 326.486419170055, 185.786539392682, 986.946254409629, 0, 
5, Eco1083, 29065, 9482.2766213659, 330.128202067354, 183.330156545674, 1017.42604507139, 0, 
5, Eco1090, 17774, 9844.54011477439, 344.467642549889, 192.415775852369, 1054.71756498256, 0, 
5, Eco1102, 28203, 10019.4115165053, 345.791586642998, 189.787965819239, 1103.10591071872, 0, 
5, Eco1133, 32205, 10531.7526160534, 377.194560177365, 205.419872690576, 1167.57286135693, 0, 
5, Eco1226, 23275, 12835.4219119227, 481.365645178319, 271.890784103115, 1549.56936627282, 0, 
5, Eco1441, 19294, 15556.4774023012, 572.840686669517, 336.932880688297, 2073.25287654193, 0, 
5, Eco2036, 20223, 7481.58705434406, 258.545195903019, 147.861988824606, 750.417643277456, 0, 
5, Eco2064, 44285, 9055.99997741899, 324.941455009948, 195.731873094727, 906.881020661624, 0, 
5, Eco2072, 19716, 9362.6345100426, 328.262549117405, 187.269222966119, 965.056400892676, 0, 
5, Eco2078, 29673, 9689.96747885283, 335.627953119343, 190.750581336569, 988.586897179254, 0, 
5, Eco2083, 40707, 9957.52504483258, 333.788243139719, 187.361927923944, 993.318372761442, 0, 
5, Eco2090, 19188, 10230.2354075464, 353.071731745467, 200.420210548259, 1057.16843860746, 0, 
5, Eco2102, 26949, 10625.4457308249, 347.043488923418, 184.934209061561, 1095.7075216149, 0, 
5, Eco2133, 29721, 11049.6748090576, 380.4641397218, 206.460045085966, 1156.43625719188, 0, 
5, Eco2226, 18597, 13627.211270635, 508.462758595326, 292.624993278486, 1663.90907135559, 0, 
5, Eco2441, 21704, 16042.6166605234, 593.646205328997, 349.838094360487, 2149.81934205676, 0, 
5, Eco3036, 44627, 8179.58379456383, 271.010423598488, 148.816837340623, 817.497613552334, 0, 
5, Eco3064, 49056, 9878.15826810176, 327.488404050643, 176.974172374429, 964.391042889759, 0, 
5, Eco3072, 78331, 10111.7763848285, 337.245507190602, 185.113697003741, 996.874711161609, 0, 
5, Eco3078, 18625, 10181.858147651, 338.772633186048, 179.380832214765, 1001.91951677852, 0, 
5, Eco3083, 29143, 10296.0313282778, 347.288410310955, 184.540610095049, 1044.28315547473, 0, 
5, Eco3090, 21037, 10384.4988353853, 354.968706802601, 186.363169653468, 1086.43936873128, 0, 
5, Eco3102, 15890, 10439.732410321, 356.957486913141, 185.959534298301, 1094.27923222152, 0, 
5, Eco3133, 13632, 11094.0413732394, 387.877961171169, 200.93632629108, 1149.13607687793, 0, 
5, Eco3226, 16171, 12792.9319151568, 475.036254007184, 251.555315070187, 1457.57869024797, 0, 
5, Eco3441, 19879, 15165.4076663816, 578.381260908443, 318.928266009357, 1909.04748729815, 0, 
5, Eco4036, 172, 6651.31976744186, 246.996861789496, 136.970930232558, 686.162790697674, 0, 
5, Eco4064, 5858, 8669.31512461591, 322.017989264515, 185.689655172414, 886.800273130761, 0, 
5, Eco4072, 1440, 9030.89305555556, 320.790487957756, 172.554166666667, 916.365277777778, 0, 
5, Eco4078, 8585, 9650.20535818288, 321.585013156639, 170.875131042516, 938.185439720443, 0, 
5, Eco4083, 5379, 9975.17772820227, 330.933141264533, 177.30024168061, 990.596765197992, 0, 
5, Eco4090, 8814, 10245.9687996369, 331.09663844598, 170.511118674836, 1020.16768776946, 0, 
5, Eco4102, 1170, 10761.8726495726, 344.06810292949, 180.947008547009, 1085.09316239316, 0, 
5, Eco4133, 1827, 11511.9129720854, 353.48264268858, 183.99890530925, 1141.33825944171, 0, 
5, Eco4226, 1350, 13350.0977777778, 475.056841818841, 260.344444444444, 1527.64518518519, 0, 
5, Eco4441, 1535, 16029.1765472313, 580.225585005413, 343.65993485342, 2212.04625407166, 0, 
5, Eco5036, 5365, 7420.27474370923, 244.202877136875, 132.183597390494, 785.987511649581, 0, 
5, Eco5064, 17414, 9140.40203284713, 306.96281797447, 176.07947628345, 908.506259331572, 0, 
5, Eco5072, 22086, 9505.71669836095, 307.025699045269, 166.470524314045, 966.10780584986, 0, 
5, Eco5078, 5818, 9183.09969061533, 313.792201549996, 164.342385699553, 987.806634582331, 0, 
5, Eco5083, 16741, 9703.49513171256, 322.093537629443, 175.864225554029, 961.755988292217, 0, 
5, Eco5090, 9068, 9684.80546978386, 327.843524902369, 171.375937362153, 1056.50253639171, 0, 
5, Eco5102, 6144, 9846.1669921875, 336.83845356106, 177.385416666667, 1034.80550130208, 0, 
