Time,EcoName,ActiveCount,AvgLiveB,AvgAG_NPP,AvgLitterB,AvgWoodLitterB,AvgDefoliation,
5, Eco1036, 22976, 7188.04478586351, 188.783249770003, 136.134009401114, 738.69085132312, 0, 
5, Eco1064, 31400, 8680.47496815287, 224.676993201672, 171.125414012739, 897.927770700637, 0, 
5, Eco1072, 24468, 9010.87788131437, 232.001914365688, 175.190166748406, 947.189308484551, 0, 
5, Eco1078, 43371, 9308.00302045145, 231.694602906652, 163.030412026469, 978.845034700606, 0, 
5, Eco1083, 29065, 9482.84410803372, 233.254902861368, 159.999002236367, 1011.95011181834, 0, 
5, Eco1090, 17774, 9833.48182738832, 236.125396969821, 165.305446157308, 1042.76341847643, 0, 
5, Eco1102, 28203, 10041.2417827891, 252.689206786143, 166.731376094742, 1102.67010601709, 0, 
5, Eco1133, 32205, 10562.4795839155, 283.253757938011, 181.29458158671, 1175.84794286601, 0, 
5, Eco1226, 23275, 12911.2037379162, 393.900324734201, 249.170311493018, 1570.97525241676, 0, 
5, Eco1441, 19294, 15902.9903596973, 509.062211573366, 323.433450813724, 2070.60557686327, 0, 
5, Eco2036, 20223, 7440.7160658656, 185.832470069246, 129.031894377689, 746.780398556099, 0, 
5, Eco2064, 44285, 8944.9221632607, 220.190814776776, 168.577577057694, 897.93178277069, 0, 
5, Eco2072, 19716, 9310.24624670319, 224.252607257346, 160.313552444715, 951.926759991885, 0, 
5, Eco2078, 29673, 9628.07616351565, 229.871709550435, 162.957267549624, 977.910861726148, 0, 
5, Eco2083, 40707, 9923.41344240548, 238.604340783927, 162.091556734714, 986.46991917852, 0, 
5, Eco2090, 19188, 10119.2983635606, 240.501036123696, 170.119918699187, 1049.33354179696, 0, 
5, Eco2102, 26949, 10612.013878066, 248.653189314057, 158.523284722995, 1092.35147871906, 0, 
5, Eco2133, 29721, 11035.3956125299, 282.124912450967, 179.014434238417, 1165.94384441977, 0, 
5, Eco2226, 18597, 13600.1581975587, 404.250614335289, 260.515889659623, 1687.47072108405, 0, 
5, Eco2441, 21704, 16328.0153888684, 521.82966521319, 328.829616660523, 2159.6082288979, 0, 
5, Eco3036, 44627, 8179.6313890694, 221.083428234562, 137.352297936227, 824.436753534856, 0, 
5, Eco3064, 49056, 9902.87762964775, 273.526922309199, 167.603432811481, 975.96978962818, 0, 
5, Eco3072, 78331, 10135.705148664, 279.822088514523, 174.138553063283, 1006.24787121319, 0, 
5, Eco3078, 18625, 10251.128590604, 281.426536466405, 168.99189261745, 1017.15210738255, 0, 
5, Eco3083, 29143, 10308.4756202175, 286.699104453876, 173.634354733555, 1057.71159455101, 0, 
5, Eco3090, 21037, 10409.9590245757, 294.038085059191, 176.014213053192, 1104.20083662119, 0, 
5, Eco3102, 15890, 10413.1546255507, 302.783225009131, 176.335934550031, 1116.0877281309, 0, 
5, Eco3133, 13632, 11121.3218163146, 330.264877286962, 188.736282276995, 1171.84191607981, 0, 
5, Eco3226, 16171, 12716.7726176489, 434.525329407001, 244.410364232268, 1491.66724383155, 0, 
5, Eco3441, 19879, 15095.035816691, 546.255977925292, 313.660244479099, 1924.89742944816, 0, 
5, Eco4036, 172, 6599.43023255814, 170.677279990804, 118.360465116279, 681.459302325581, 0, 
5, Eco4064, 5858, 8626.33629224991, 215.891023307514, 161.640662342096, 884.08791396381, 0, 
5, Eco4072, 1440, 8956.72708333333, 224.553662582036, 150.436805555556, 914.040277777778, 0, 
5, Eco4078, 8585, 9625.33022714036, 222.700437161276, 147.766686080373, 936.256377402446, 0, 
5, Eco4083, 5379, 9942.99014686745, 224.009853029754, 151.751812604573, 988.061349693251, 0, 
5, Eco4090, 8814, 10229.9927388246, 226.653443684544, 145.237009303381, 1018.4927388246, 0, 
5, Eco4102, 1170, 10764.0102564103, 255.810768168372, 159.338461538462, 1095.07094017094, 0, 
5, Eco4133, 1827, 11647.0837438424, 265.347769906739, 161.431308155446, 1162.77613574165, 0, 
5, Eco4226, 1350, 13325.377037037, 374.973340012106, 232.665185185185, 1559.20518518519, 0, 
5, Eco4441, 1535, 16410.4651465798, 509.02160743336, 324.487947882736, 2239.09250814332, 0, 
5, Eco5036, 5365, 7482.73103448276, 202.280686469267, 125.786020503262, 791.840074557316, 0, 
5, Eco5064, 17414, 9216.36832433674, 263.509607146563, 170.827839669232, 915.35856207649, 0, 
5, Eco5072, 22086, 9589.7099520058, 261.907588070221, 159.474010685502, 967.634429050077, 0, 
5, Eco5078, 5818, 9268.1596768649, 266.217493269544, 156.743554486078, 998.845479546236, 0, 
5, Eco5083, 16741, 9817.3137805388, 273.415652001983, 167.413296696733, 973.136312048265, 0, 
